# Darktide Penance Export
# Mod Version: 2.4.9
# Account: John Darktide
# Account ID: 00000000-0000-0000-0000-000000000000
# Platform: Steam
# Number of Characters: 5
# Account Level: 150
# Account True Level: 601
# Account Prestige: 37
#
# All Characters:
#   1. Bonk (Ogryn) - Level 30 (True: 103, Prestige: 6)
#   2. Dickot (Zealot) - Level 30 (True: 132, Prestige: 8)
#   3. JudgeSomething (Arbitrator) - Level 30 (True: 145, Prestige: 9)
#   4. Rudge (Veteran) - Level 30 (True: 45, Prestige: 2)
#   5. Montov (Psyker) - Level 30 (True: 176, Prestige: 12)
#
# Export Character: Rudge
# Export Archetype: Veteran
# Export Character Level: 30
# Export Character True Level: 45
# Export Additional Levels: +15
# Export Character Prestige: 2
#
# Export Date: 2026-01-26 16:12:01
# Export Timezone: -0500
# Total Penances: 1028
# Completed Penances: 884
# Completion Rate: 86.0%

Export_Account,Export_Platform,Export_Character,Export_Archetype,Export_Mod_Date,Achievement_ID,Category,Icon,Title,Description,Status,Progress,Goal,Progress_Percentage,Completion_Time,Score,Stats_Detail,Mastery_Level,Mastery_XP,Mastery_XP_Next_Level,Mastery_Progress_Percent
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,level_hm_strain_mission_1,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0025,Refinery Delta-17 (1),Complete Refinery Delta-17 on Sedition Threat.,Completed,1,1,100%,2024-05-26 02:06:21,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,level_dm_propaganda_mission_1,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0023,Relay Station TRS-150 (1),Complete Relay Station TRS-150 on Sedition Threat.,Completed,1,1,100%,2025-01-11 16:18:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,level_lm_scavenge_mission_2,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0021,Excise Vault Spireside-13 (2),Complete Excise Vault Spireside-13 on Uprising Threat.,Completed,1,1,100%,2024-05-07 02:32:22,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_morrow_story,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_memo_morrow,Warband Stories: In The Trenches,Collect all memory voice lines from Morrow,In Progress,7,11,63%,,5,loc_horde_backstory_chapter_3: 0/1; loc_horde_backstory_chapter_4: 1/1; loc_horde_backstory_chapter_5: 0/1; loc_horde_backstory_chapter_6: 0/1; loc_horde_backstory_chapter_7: 1/1; loc_horde_backstory_chapter_8: 1/1; loc_horde_backstory_chapter_9: 0/1; loc_horde_backstory_chapter_1: 1/1; loc_horde_backstory_chapter_2: 1/1; loc_horde_backstory_chapter_10: 1/1; loc_horde_backstory_chapter_11: 1/1,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_zola_story,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_memo_zola,Warband Stories: Sibling Saga,Collect all memory voice lines from Zola.,In Progress,4,9,44%,,5,loc_horde_backstory_chapter_1: 0/1; loc_horde_backstory_chapter_2: 1/1; loc_horde_backstory_chapter_3: 1/1; loc_horde_backstory_chapter_4: 0/1; loc_horde_backstory_chapter_5: 0/1; loc_horde_backstory_chapter_6: 1/1; loc_horde_backstory_chapter_7: 0/1; loc_horde_backstory_chapter_8: 1/1; loc_horde_backstory_chapter_9: 0/1,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_brahms_story,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_memo_brahms,Warband Stories: Brahms,Collect all memory voice lines from Shipmistress Brahms.,In Progress,3,10,30%,,5,loc_horde_backstory_chapter_6: 0/1; loc_horde_backstory_chapter_7: 1/1; loc_horde_backstory_chapter_8: 0/1; loc_horde_backstory_chapter_9: 0/1; loc_horde_backstory_chapter_10: 0/1; loc_horde_backstory_chapter_1: 0/1; loc_horde_backstory_chapter_2: 0/1; loc_horde_backstory_chapter_3: 0/1; loc_horde_backstory_chapter_4: 1/1; loc_horde_backstory_chapter_5: 1/1,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_zorin_story,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_memo_zorin,Warband Stories: Long Arm of the Lex,Collect all memory voice lines from Proctor-Exactant Zorin.,In Progress,1,2,50%,,5,loc_horde_backstory_chapter_2: 1/1; loc_horde_backstory_chapter_1: 0/1,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_mortis_collect_all,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_memory_shard_collect_all,Remembrancer,Unlock all crew Memory Echoes.,In Progress,0,4,0%,,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_win_fire_archetype,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_archetype_fire,Pyrokinetic,Complete one Mortis Trial using the Pyrokinetic Indulgence Archetype.,Completed,3,1,300%,2025-12-31 21:59:58,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_win_electric_archetype,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_archetype_electric,Voltaic,Complete one Mortis Trial using the Voltaic Indulgence Archetype.,Completed,1,1,100%,2026-01-01 05:54:31,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_win_cowboy_archetype,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_archetype_cowboy,Death Dealer,Complete one Mortis Trial using the Death Dealer Indulgence Archetype.,Completed,1,1,100%,2026-01-01 14:54:20,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_win_elementalist_archetype,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_archetype_elementalist,Fulminator,Complete one Mortis Trial using the Fulminator Indulgence Archetype.,Completed,1,1,100%,2026-01-01 13:39:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_win_unkillable_archetype,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_archetype_unkillable,Colossus,Complete one Mortis Trial using the Colossus Indulgence Archetype.,Completed,8,1,800%,2025-04-12 00:33:32,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_win_critical_archetype,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_archetype_critical,Emperor's Favoured,Complete one Mortis Trial using the Emperor's Favoured Indulgence Archetype.,Completed,1,1,100%,2025-12-31 21:24:27,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_win_unstoppable_archetype,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_archetype_unstoppable,Goliath,Complete one Mortis Trial using the Goliath Indulgence Archetype.,Completed,1,1,100%,2025-10-12 23:47:18,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_win_all_archetype_tier_two,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_archetype_all_2,Mortis Elite (2),Complete Mortis Trials using 7 available Indulgence Archetypes.,Completed,7,7,100%,2026-01-01 14:54:20,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_win_all_archetype,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_archetype_all,Mortis Elite (1),Complete Mortis Trials using 5 available Indulgence Archetypes.,Completed,7,5,140%,2026-01-01 05:54:31,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_complete_all_maps,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_island_complete_two_maps,... and we are but players.,Complete Mortis Trials in 3 Theatres of Mortification,Completed,3,3,100%,2025-04-13 00:45:31,5,loc_horde_island_void_name: 1/1; loc_horde_island_machine_name: 1/1; loc_horde_island_rooftops_name: 1/1,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_win_auric_no_ammo_pickups_or_health_station,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_auric_win_no_ammo_pickup_or_health_station,No Provisions,"Complete a Mortis Trial at Auric Threat level, without resupplying Ammo or using any Medicae Station.",Completed,0,1,0%,2026-01-01 14:54:20,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_win_in_less_than_X,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_speedrun_win,Fleeting Memories,Complete a Mortis Trial in fewer than 25 minutes at Malice Threat or higher.,Completed,1,1,100%,2026-01-01 17:44:47,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_mortis_collect_one,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_memory_shard_one,Archivist,Retrieve a Mortis Relic for Sefoni.,Completed,16,1,1600%,2025-04-12 00:33:32,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_complete_3_island,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_island_complete,The world's a stage...,Complete 20 Theatres of Mortification in the Mortis Trials.,In Progress,16,20,80%,,15,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_complete_1_island,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_island_complete,The world's a stage...,Complete 1 Theatres of Mortification in the Mortis Trials.,Completed,16,1,1600%,2025-04-12 00:33:32,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_complete_2_island,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_island_complete,The world's a stage...,Complete 10 Theatres of Mortification in the Mortis Trials.,Completed,16,10,160%,2025-12-31 21:59:58,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,horde_complete_4_island,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_island_complete,The world's a stage...,Complete 50 Theatres of Mortification in the Mortis Trials.,In Progress,16,50,32%,,20,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,flawless_havoc_won,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_the_insane,The Insane,Complete a Havoc Assignment of 35 or higher without anyone getting downed.,In Progress,0,1,0%,,30,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_1,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_havoc_veteran,Havoc Mastery (1),Complete 10 Havoc Assignments.,Completed,27,10,270%,2025-07-29 01:04:48,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_2,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_havoc_veteran,Havoc Mastery (2),Complete 25 Havoc Assignments.,Completed,27,25,108%,2026-01-02 20:13:29,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_3,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_havoc_veteran,Havoc Mastery (3),Complete 50 Havoc Assignments.,In Progress,27,50,54%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_4,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_havoc_veteran,Havoc Mastery (4),Complete 75 Havoc Assignments.,In Progress,27,75,36%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_5,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_havoc_veteran,Havoc Mastery (5),Complete 100 Havoc Assignments.,In Progress,27,100,27%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,havoc_win_assisted_1,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_expedited_backup,Havoc on Hand 1,Assist 10 players in completing their Havoc Assignment.,Completed,18,10,180%,2025-08-02 23:19:53,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,havoc_win_assisted_2,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_expedited_backup,Havoc on Hand 2,Assist 25 players in completing their Havoc Assignment.,In Progress,18,25,72%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,havoc_win_assisted_3,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_expedited_backup,Havoc on Hand 3,Assist 50 players in completing their Havoc Assignment.,In Progress,18,50,36%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,havoc_win_assisted_4,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_expedited_backup,Havoc on Hand 4,Assist 75 players in completing their Havoc Assignment.,In Progress,18,75,24%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,havoc_win_assisted_5,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_expedited_backup,Havoc on Hand 5,Assist 100 players in completing their Havoc Assignment.,In Progress,18,100,18%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_rank_reached_01,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Conscript,Reach Clearance Level 5.,Completed,0,1,0%,2025-07-28 01:07:51,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_rank_reached_02,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Cadet,Reach Clearance Level 10.,Completed,0,1,0%,2025-07-29 00:16:48,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_rank_reached_03,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Whiteshield 2nd Class,Reach Clearance Level 15.,Completed,0,1,0%,2025-08-02 20:33:36,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_rank_reached_04,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Whiteshield 1st Class,Reach Clearance Level 20.,Completed,0,1,0%,2025-08-02 22:46:22,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_rank_reached_05,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Probitor 2nd Class,Reach Clearance Level 25.,Completed,0,1,0%,2025-08-23 19:42:36,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_rank_reached_06,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Probitor 1st Class,Reach Clearance Level 30.,In Progress,0,1,0%,,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_rank_reached_07,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Trooper 2nd Class,Reach Clearance Level 35.,In Progress,0,1,0%,,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_rank_reached_08,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Trooper 1st Class,Reach Clearance Level 40.,In Progress,0,1,0%,,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_caches_earned_3,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_the_militarium_giveth,Quartermaster's Favourite (3),Open 10 weekly Havoc Reward Caches.,In Progress,8,10,80%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_caches_earned_1,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_the_militarium_giveth,Quartermaster's Favourite (1),Open 1 weekly Havoc Reward Caches.,Completed,8,1,800%,2025-07-28 00:47:20,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_caches_earned_2,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_the_militarium_giveth,Quartermaster's Favourite (2),Open 5 weekly Havoc Reward Caches.,Completed,8,5,160%,2025-09-11 01:15:54,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_caches_earned_4,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_the_militarium_giveth,Quartermaster's Favourite (4),Open 15 weekly Havoc Reward Caches.,In Progress,8,15,53%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_havoc_caches_earned_5,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_the_militarium_giveth,Quartermaster's Favourite (5),Open 20 weekly Havoc Reward Caches.,In Progress,8,20,40%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,psyker_2_kill_boss_solo_with_smite,loc_class_abilities_title,content/ui/textures/icons/achievements/achievement_icon_0029,Malleus Monstronum  (Coop),"While on Heresy threat or higher kill a Monstrosity after damaging 50 of its health with your Brain Burst.
 (Coop) Private Game: Penance can only be completed in a private game",Completed,99,50,198%,2023-12-10 16:40:48,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,psyker_2_perils_of_the_warp_elite_kills,loc_class_abilities_title,content/ui/textures/icons/achievements/achievement_icon_0025,Going Out With a Bang,"While on Malice Threat or higher, kill 1 elite enemies with a single Perils of the Warp explosion.",Completed,0,1,0%,2023-10-26 12:41:41,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,psyker_2_stay_at_max_souls_for_duration,loc_class_abilities_title,content/ui/textures/icons/achievements/achievement_icon_0027,Warp Battery,"While on Malice Threat or higher, in a single session maintain maximum Warp Charges for 120s.",Completed,554,120,461%,2025-10-05 21:38:44,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,psyker_2_smite_hound_mid_leap,loc_class_abilities_title,content/ui/textures/icons/achievements/achievement_icon_0024,Not Even Close,Kill a pouncing Pox Hound with Brain Burst.,Completed,25,1,2500%,2022-12-15 01:43:43,10,,,,,
