# Darktide Penance Export
# Account: John Darktide
# Account ID: 00000000-0000-0000-0000-000000000000
# Platform: Steam
# Number of Characters: 6
# Account Level: 180
# Account True Level: 837
#
# All Characters:
#   1. Dickot (Zealot) - Level 30 (True: 157, +127)
#   2. Zek (Hive Scum) - Level 30 (True: 113, +83)
#   3. Bonk (Ogryn) - Level 30 (True: 145, +115)
#   4. JudgeSomething (Arbitrator) - Level 30 (True: 121, +91)
#   5. Rudge (Veteran) - Level 30 (True: 164, +134)
#   6. Montov (Psyker) - Level 30 (True: 137, +107)
#
# Export Character: Dickot
# Export Archetype: Zealot
# Export Character Level: 30
# Export Character True Level: 157
# Export Additional Levels: +127
# Export Prestige: 10
#
# Export Date: 2026-01-18 10:39:38
# Total Penances: 1028
# Completed Penances: 1000
# Completion Rate: 97.3%

Export_Account,Export_Platform,Export_Character,Export_Archetype,Export_Mod_Date,Achievement_ID,Category,Icon,Title,Description,Status,Progress,Goal,Progress_Percentage,Completion_Time,Score,Stats_Detail
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_veteran_2_4,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0011,I Love the Militarum! (4),Reach Trust Level 20 as a Veteran.,Completed,30,20,150%,2023-11-11 19:33:52,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_veteran_2_objective_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0013,Vantage Point,"As a Veteran, complete at least one Mission of each type..",Completed,7,7,100%,2023-12-05 22:38:40,5,loc_mission_type_02_name: 1/1; loc_mission_type_03_name: 1/1; loc_mission_type_04_name: 1/1; loc_mission_type_05_name: 1/1; loc_mission_type_06_name: 1/1; loc_mission_type_07_name: 1/1; loc_mission_type_01_name: 1/1
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,veteran_2_easy_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement_03,Stay Accurate,Kill 350 enemies with ranged Weakspot Hits.,Completed,5996,350,1713%,2023-11-11 22:09:40,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_veteran_2_2,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0096,For The Emperor (2),Complete the following Penances as the Veteran.,Completed,3,3,100%,2025-11-16 01:17:14,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_veteran_2_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0096,For The Emperor (1),Complete the following Penances as the Veteran.,Completed,2,2,100%,2025-11-15 23:53:38,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_veteran_meta_numeric_achievement_completion_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement,Veteran Master of War,Complete 5 out of the following Penances.,Completed,45,5,900%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_veteran_2_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0011,I Love the Militarum! (1),Reach Trust Level 5 as a Veteran.,Completed,30,5,600%,2023-11-01 21:17:50,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_veteran_2_2,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0011,I Love the Militarum! (2),Reach Trust Level 10 as a Veteran.,Completed,30,10,300%,2023-11-02 01:28:41,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_veteran_2_3,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0011,I Love the Militarum! (3),Reach Trust Level 15 as a Veteran.,Completed,30,15,200%,2023-11-11 01:32:20,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_veteran_2_easy_difficulty_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement_02,Prove Your Worth (1),Complete 1 Missions on Sedition Threat or higher.,Completed,194,1,19400%,2023-11-01 16:41:01,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_veteran_2_easy_difficulty_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement_02,Prove Your Worth (4),Complete 1 Missions on Heresy Threat or higher.,Completed,132,1,13200%,2023-11-11 19:32:37,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_veteran_2_easy_difficulty_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement_02,Prove Your Worth (5),Complete 1 Missions on Damnation Threat or higher.,Completed,85,1,8500%,2023-11-17 01:04:21,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_veteran_2_medium_difficulty_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement_09,Fight the Good Fight (1),Complete 5 Missions on Sedition Threat or higher.,Completed,194,5,3879%,2023-11-02 01:04:38,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_veteran_2_medium_difficulty_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement_09,Fight the Good Fight (5),Complete 5 Missions on Damnation Threat or higher.,Completed,85,5,1700%,2023-12-12 17:29:31,15,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_veteran_2_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0012,Through The Mud (1),Complete 5 Missions as a Veteran.,Completed,196,5,3920%,2023-11-13 19:49:57,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_veteran_2_objective_3,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0013,Vantage Point (3),"As a Veteran, complete a Mission of each type on Heresy Threat or higher.",Completed,7,7,100%,2023-12-09 22:52:29,5,loc_mission_type_02_name: 4/4; loc_mission_type_03_name: 4/4; loc_mission_type_04_name: 4/4; loc_mission_type_05_name: 4/4; loc_mission_type_06_name: 4/4; loc_mission_type_07_name: 4/4; loc_mission_type_01_name: 4/4
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_veteran_meta_numeric_achievement_completion_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement,Veteran Master of War,Complete 35 out of the following Penances.,Completed,45,35,128%,2025-01-11 17:32:32,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_veteran_2_5,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0012,Through The Mud (5),Complete 100 Missions as a Veteran.,Completed,196,100,196%,2025-07-11 00:42:51,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_veteran_2_easy_difficulty_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement_02,Prove Your Worth (3),Complete 1 Missions on Malice Threat or higher.,Completed,174,1,17400%,2023-11-02 00:33:20,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_veteran_2_medium_difficulty_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement_09,Fight the Good Fight (2),Complete 5 Missions on Uprising Threat or higher.,Completed,191,5,3820%,2023-11-03 01:51:33,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_veteran_2_medium_difficulty_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement_09,Fight the Good Fight (3),Complete 5 Missions on Malice Threat or higher.,Completed,174,5,3479%,2023-11-11 18:22:51,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_veteran_2_easy_difficulty_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement_02,Prove Your Worth (2),Complete 1 Missions on Uprising Threat or higher.,Completed,191,1,19100%,2023-11-01 17:13:33,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_veteran_2_3_rework,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement_12,On Target (3),Complete the following Penances as the Veteran.,Completed,6,6,100%,2025-07-11 00:42:51,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_veteran_2_medium_difficulty_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement_09,Fight the Good Fight (4),Complete 5 Missions on Heresy Threat or higher.,Completed,132,5,2640%,2023-12-09 21:05:27,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_veteran_meta_numeric_achievement_completion_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement,Veteran Master of War,Complete 15 out of the following Penances.,Completed,45,15,300%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_veteran_meta_numeric_achievement_completion_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement,Veteran Master of War,Complete 25 out of the following Penances.,Completed,45,25,180%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_veteran_meta_numeric_achievement_completion_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_veteran_achievement,Veteran Master of War,Complete 45 out of the following Penances.,Completed,45,45,100%,2025-11-16 01:52:13,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_veteran_2_6,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0011,I Love the Militarum! (6),Reach Trust Level 30 as a Veteran.,Completed,30,30,100%,2023-11-16 19:43:15,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_veteran_2_4,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0012,Through The Mud (4),Complete 75 Missions as a Veteran.,Completed,196,75,261%,2024-06-29 23:27:52,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_lm_scavenge_mission_1_auric,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0022,Excise Vault Spireside-13 (1) [AURIC],Complete Excise Vault Spireside-13 on Heresy Threat on the Auric Mission Board.,Completed,1,1,100%,2025-08-13 01:59:52,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_lm_scavenge_mission_2_auric,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0022,Excise Vault Spireside-13 (2) [AURIC],Complete Excise Vault Spireside-13 on Damnation Threat on the Auric Mission Board.,Completed,1,1,100%,2025-08-13 01:59:52,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_hm_strain_mission_1_auric,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0026,Refinery Delta-17 (1) [AURIC],Complete Refinery Delta-17 on Heresy Threat on the Auric Mission Board.,Completed,1,1,100%,2025-08-16 17:50:04,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_hm_strain_mission_2_auric,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0026,Refinery Delta-17 (2) [AURIC],Complete Refinery Delta-17 on Damnation Threat on the Auric Mission Board.,Completed,1,1,100%,2025-08-16 17:50:04,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_dm_propaganda_mission_1_auric,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0024,Relay Station TRS-150 (1) [AURIC],Complete Relay Station TRS-150 on Heresy Threat on the Auric Mission Board.,Completed,1,1,100%,2025-09-18 02:43:56,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_dm_propaganda_mission_2_auric,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0024,Relay Station TRS-150 (2) [AURIC],Complete Relay Station TRS-150 on Damnation Threat on the Auric Mission Board.,Completed,1,1,100%,2025-09-18 02:43:56,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_hm_strain_mission_5,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0025,Refinery Delta-17 (5),Complete Refinery Delta-17 on Damnation Threat.,Completed,1,1,100%,2025-07-22 02:01:02,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_dm_propaganda_mission_5,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0023,Relay Station TRS-150 (5),Complete Relay Station TRS-150 on Damnation Threat.,Completed,1,1,100%,2024-05-26 03:37:40,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_lm_scavenge_mission_4,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0021,Excise Vault Spireside-13 (4),Complete Excise Vault Spireside-13 on Heresy Threat.,Completed,1,1,100%,2024-05-07 02:32:22,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_hm_strain_mission_4,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0025,Refinery Delta-17 (4),Complete Refinery Delta-17 on Heresy Threat.,Completed,1,1,100%,2024-05-26 02:06:21,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_dm_propaganda_mission_4,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0023,Relay Station TRS-150 (4),Complete Relay Station TRS-150 on Heresy Threat.,Completed,1,1,100%,2024-05-26 03:37:40,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_lm_scavenge_mission_3,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0021,Excise Vault Spireside-13 (3),Complete Excise Vault Spireside-13 on Malice Threat.,Completed,1,1,100%,2024-05-07 02:32:22,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_dm_propaganda_mission_3,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0023,Relay Station TRS-150 (3),Complete Relay Station TRS-150 on Malice Threat.,Completed,1,1,100%,2024-05-26 03:37:40,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_lm_scavenge_mission_2,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0021,Excise Vault Spireside-13 (2),Complete Excise Vault Spireside-13 on Uprising Threat.,Completed,1,1,100%,2024-05-07 02:32:22,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_hm_strain_mission_2,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0025,Refinery Delta-17 (2),Complete Refinery Delta-17 on Uprising Threat.,Completed,1,1,100%,2024-05-20 04:05:16,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_lm_scavenge_mission_1,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0021,Excise Vault Spireside-13 (1),Complete Excise Vault Spireside-13 on Sedition Threat.,Completed,1,1,100%,2024-05-07 02:32:22,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_hm_strain_mission_1,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0025,Refinery Delta-17 (1),Complete Refinery Delta-17 on Sedition Threat.,Completed,1,1,100%,2024-05-20 04:05:16,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_dm_propaganda_mission_1,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0023,Relay Station TRS-150 (1),Complete Relay Station TRS-150 on Sedition Threat.,Completed,1,1,100%,2024-05-26 03:37:40,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_lm_scavenge_mission_5,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0021,Excise Vault Spireside-13 (5),Complete Excise Vault Spireside-13 on Damnation Threat.,Completed,1,1,100%,2025-08-13 01:59:52,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_hm_strain_mission_3,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0025,Refinery Delta-17 (3),Complete Refinery Delta-17 on Malice Threat.,Completed,1,1,100%,2024-05-20 04:05:16,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_dm_propaganda_mission_2,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0023,Relay Station TRS-150 (2),Complete Relay Station TRS-150 on Uprising Threat.,Completed,1,1,100%,2024-05-26 03:37:40,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,horde_morrow_story,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_memo_morrow,Warband Stories: In The Trenches,Collect all memory voice lines from Morrow,Completed,11,11,100%,2025-08-17 19:32:12,5,loc_horde_backstory_chapter_7: 1/1; loc_horde_backstory_chapter_8: 1/1; loc_horde_backstory_chapter_1: 1/1; loc_horde_backstory_chapter_10: 1/1; loc_horde_backstory_chapter_11: 1/1; loc_horde_backstory_chapter_3: 1/1; loc_horde_backstory_chapter_4: 1/1; loc_horde_backstory_chapter_9: 1/1; loc_horde_backstory_chapter_5: 1/1; loc_horde_backstory_chapter_2: 1/1; loc_horde_backstory_chapter_6: 1/1
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,horde_zola_story,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_memo_zola,Warband Stories: Sibling Saga,Collect all memory voice lines from Zola.,Completed,9,9,100%,2025-07-20 02:53:34,5,loc_horde_backstory_chapter_6: 1/1; loc_horde_backstory_chapter_7: 1/1; loc_horde_backstory_chapter_8: 1/1; loc_horde_backstory_chapter_9: 1/1; loc_horde_backstory_chapter_1: 1/1; loc_horde_backstory_chapter_2: 1/1; loc_horde_backstory_chapter_3: 1/1; loc_horde_backstory_chapter_4: 1/1; loc_horde_backstory_chapter_5: 1/1
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,horde_brahms_story,loc_achievement_subcategory_missions_survival_label,content/ui/textures/icons/achievements/horde_achievements/horde_memo_brahms,Warband Stories: Brahms,Collect all memory voice lines from Shipmistress Brahms.,Completed,10,10,100%,2025-07-21 22:21:45,5,loc_horde_backstory_chapter_1: 1/1; loc_horde_backstory_chapter_2: 1/1; loc_horde_backstory_chapter_3: 1/1; loc_horde_backstory_chapter_4: 1/1; loc_horde_backstory_chapter_5: 1/1; loc_horde_backstory_chapter_6: 1/1; loc_horde_backstory_chapter_7: 1/1; loc_horde_backstory_chapter_8: 1/1; loc_horde_backstory_chapter_9: 1/1; loc_horde_backstory_chapter_10: 1/1
